kicnumber|teff_lamost_lasp|teff_lamost_lasp_err|logg_lamost_lasp|logg_lamost_lasp_err|feh_lamost_lasp|feh_lamost_lasp_err|Lum_gaia|E_Lum|e_Lum
11032019|4135.75|68.73|4.615|0.113|-0.058|0.066|0.24256258681999995|0.006312056727390001|0.00615865862031
11032452|6080.38|27.38|4.427|0.045|0.044|0.026|4.03926795915|0.30558904125|0.2804896258
11032457|5871.13|42.64|4.224|0.07|0.312|0.041|2.54968734201|0.115025656242|0.10961562478299999
11032988|5633.9|34.97|4.608|0.058|0.03|0.033|0.871907885948|0.0346282653673|0.0330698593117
11033086|5109.79|43.05|4.698|0.071|0.218|0.041|0.40601827323399997|0.0158901825073|0.0151748905994
11033253|5437.57|44.36|3.825|0.073|-0.128|0.042|5.11768491393|0.5631194699759999|0.491810094835
11033504|5110.62|41.45|4.75|0.068|0.084|0.039|0.359562054027|0.00603906659276|0.005940399820229999
11033687|5980.54|39.44|4.482|0.065|0.087|0.037|1.3028090503|0.031315475726099995|0.0307139221344
11044124|5690.09|39.53|4.605|0.065|0.129|0.038|0.7463047319689999|0.0381066995399|0.0362767482603
11044351|6335.49|13.98|4.155|0.023|-0.252|0.012|7.49775561968|0.300183563507|0.287885998041
11045073|5922.22|74.04|4.33|0.122|-0.048|0.072|2.09042713808|0.0744921398343|0.0718434915395
11045181|5860.77|26.87|4.331|0.044|0.209|0.025|1.4369885055899998|0.0642431349383|0.061099333756400004
11045421|6082.64|67.57|4.419|0.111|-0.054|0.065|1.52850769436|0.09824653305770001|0.091728119325
11045447|5595.74|49.83|4.672|0.082|0.029|0.048|0.6367014750559999|0.030989164707400003|0.0293637608
11069573|5681.3|118.52|4.39|0.195|0.143|0.115|1.03912503131|0.028561709495|0.0279170601845
11069655|5816.91|16.64|4.077|0.027|-0.137|0.015|2.7678999429|0.265332379503|0.235726918451
11072460|5723.86|59.41|4.421|0.098|-0.159|0.057|0.7871199569740001|0.0299157184107|0.028790351662499998
11072919|5949.16|33.56|4.388|0.055|-0.042|0.032|1.63870127295|0.049072374732|0.047796770614
11073194|5721.73|16.56|4.501|0.027|0.013|0.014|0.8531486744939999|0.023807376489499998|0.023249438822
11074131|5738.62|13.07|3.634|0.02|-0.281|0.011|25.552529769|1.98840221317|1.8076200146599999
11074251|6007.74|38.08|4.219|0.063|0.32|0.036|2.9233006604000003|0.124178472668|0.118369575957
11074452|5577.65|88.12|4.64|0.145|0.218|0.085|1.4336868210499998|0.039467611422599996|0.038435698970199994
11074544|5836.51|35.64|4.124|0.059|0.114|0.034|4.04672561854|0.35361636114699996|0.320050130203
11074886|5121.91|91.3|4.664|0.15|0.255|0.088|0.45409794064099995|0.0365907835377|0.0335532245028
11075222|5314.42|30.49|4.64|0.05|-0.157|0.029|0.45327639533799996|0.0141984220491|0.0138274286404
11075287|5831.01|58.84|4.301|0.097|0.236|0.057|2.69264980023|0.08222235432939999|0.0801316827555
11075410|5051.13|72.6|4.788|0.119|-0.012|0.07|0.308034937246|0.00660177191645|0.00649096635885
11075480|5619.0|60.64|4.554|0.1|-0.009|0.058|0.713206347762|0.043123623276899996|0.0403910610997
11076593|6500.34|19.76|4.244|0.033|-0.034|0.018|2.73800901558|0.0902236435749|0.087096578746
11080503|6087.6|16.76|4.374|0.026|0.011|0.014|2.86154339293|0.12084210755699999|0.115161018765
11080524|5744.85|30.39|4.426|0.05|0.185|0.028|1.30108222476|0.07021929606819999|0.06614035073390001
11080557|5040.82|43.25|4.62|0.071|0.354|0.041|0.510160306423|0.0170242343638|0.016405595207599998
11080711|5569.93|33.43|4.577|0.055|0.105|0.032|0.67640456124|0.0175688641043|0.0172067114825
11080883|6119.82|21.11|4.391|0.035|0.118|0.019|3.39619571935|0.164630652126|0.15607082884600001
11081012|5228.52|73.58|4.663|0.121|0.104|0.071|0.662531012293|0.0171721401196|0.016668321631
11081607|6297.67|25.4|4.097|0.042|0.347|0.023|5.47152599516|0.188368657624|0.18168777158
11081971|5104.02|47.75|4.687|0.079|0.006|0.045|0.528565722816|0.0284286915009|0.026788215352500002
11082570|5316.05|48.7|4.653|0.08|0.07|0.047|0.42340222523800003|0.010656923923799999|0.010442695261100001
11082612|5636.33|32.26|4.462|0.053|0.104|0.031|1.0119942852|0.0431325934185|0.0412683847145
11083025|6105.56|25.19|4.407|0.042|0.014|0.024|1.84139883652|0.113247364519|0.105775295078
11083308|6145.7|15.45|3.972|0.023|0.005|0.013|5.86615916419|0.18574607749699998|0.17950478900199998
11083496|4352.33|52.29|4.731|0.086|-0.22|0.05|0.14275867292799999|0.0021737113959099997|0.00214687246452
11083630|6160.58|38.65|4.204|0.064|0.254|0.036|2.9236082473900002|0.135027139029|0.128255386606
11083929|4983.14|33.28|4.735|0.055|0.071|0.031|0.339371231372|0.00913495167054|0.008934981039
11084337|4994.72|66.08|4.786|0.109|-0.302|0.064|0.24744159995999998|0.014212560491200002|0.0134723547394
11084362|5971.33|29.22|4.087|0.048|0.044|0.027|6.65593626454|0.248293971525|0.238230533347
11084516|5197.99|55.02|4.51|0.091|0.005|0.053|0.605357145617|0.0288417658977|0.0274122382008
11084861|5597.85|49.43|4.595|0.081|0.04|0.047|0.723185637238|0.0170099350281|0.016670221210300002
11085771|6308.02|23.45|4.148|0.039|0.066|0.022|3.5289166944|0.124478319254|0.120034746105
11086012|5549.17|34.88|4.552|0.057|-0.043|0.033|0.67006805486|0.0178439161536|0.017452721025700002
11086046|5685.89|69.55|4.432|0.115|0.118|0.066|1.8095824354199999|0.07107466787380001|0.0682551956243
11086108|5495.31|38.7|4.614|0.063|0.081|0.036|0.870563740707|0.0215438614257|0.0211238847243
11086137|6111.77|40.12|4.353|0.066|0.088|0.038|2.00158393676|0.0706795507718|0.0683416673886
11086321|5396.45|27.51|4.5|0.045|0.185|0.025|0.64366205831|0.011630708097999999|0.0114401246048
11086743|6265.91|32.1|4.242|0.053|0.004|0.03|2.5898834129400004|0.10486388106899999|0.10064431037499999
11086769|5459.82|86.09|4.681|0.142|-0.145|0.083|0.9315826696739999|0.0612487542445|0.0569013769276
11086906|5402.93|44.14|4.355|0.072|0.374|0.041|0.8217548675409999|0.020234111103|0.0197769491262
11087452|4961.59|102.6|4.598|0.169|0.228|0.099|0.35392229329|0.0242965263174|0.0225431346885
11087683|6120.41|26.34|4.358|0.043|0.028|0.025|1.79069631409|0.046860407156400004|0.0456323252546
11087772|6220.76|16.25|4.006|0.026|-0.283|0.014|5.239784538019999|0.205391245244|0.19684063765700002
11087914|6285.65|42.03|4.255|0.069|0.035|0.04|3.25383906921|0.142581050252|0.136172740002
11087924|4940.29|100.48|4.639|0.165|0.217|0.097|0.372381546208|0.0170041367337|0.0162148423636
11087984|4338.14|100.13|4.691|0.164|-0.222|0.097|0.151711079976|0.0064881086811400005|0.006187999588
11088118|3981.89|69.6|4.552|0.115|-0.283|0.067|0.10344771789200001|0.0014222300147399998|0.00141119340556
11090243|6086.53|23.34|4.407|0.039|0.067|0.021|1.70019814589|0.0661054849926|0.0634712954232
11090286|4272.3|51.37|4.705|0.085|-0.14|0.049|0.132694244468|0.0033521875399|0.00327547738623
11090455|5166.44|41.8|4.679|0.069|0.204|0.039|0.442737903341|0.0158759568446|0.015374094125000001
11090654|5775.43|24.89|4.484|0.041|0.11|0.023|1.8872992735900003|0.0512778377731|0.0496425563747
11091398|6437.45|26.09|4.244|0.043|0.04|0.024|2.38141879165|0.0419951189286|0.0411786139604
11099489|6577.44|25.92|4.163|0.043|0.037|0.024|3.58907467905|0.159344552188|0.15242926005899998
11100054|5603.72|67.47|4.609|0.111|-0.112|0.065|1.4093309993099998|0.058317123510499995|0.0557704002611
11124504|6337.45|19.44|4.158|0.032|-0.187|0.018|3.4614903853|0.12167568794000001|0.117360993564
11124540|6023.23|49.2|4.157|0.081|0.163|0.047|3.21260942743|0.118201162639|0.11379150128599999
11125454|5060.02|65.5|4.52|0.108|0.374|0.063|0.542270281309|0.0294329648197|0.027671864734799996
11126683|6044.85|19.27|4.377|0.032|0.029|0.017|1.62470277281|0.04372026035209999|0.042822064558699996
11127820|5773.57|17.17|4.543|0.027|-0.118|0.015|0.7711286784720001|0.0169370560131|0.0166575969836
11128556|5688.57|54.62|4.423|0.09|0.068|0.052|0.965286889016|0.0270601312451|0.0264772794801
11128633|5644.12|42.2|4.336|0.07|0.15|0.04|1.96186984917|0.182465901052|0.164560099739
11129018|5698.95|39.39|4.483|0.065|-0.029|0.037|1.04346427691|0.0715512918165|0.0662872845983
11133010|6209.12|27.5|4.295|0.045|0.073|0.026|2.0542407369|0.0762406717005|0.0734533841115
11133608|4834.97|72.35|4.739|0.119|-0.128|0.07|0.302912518755|0.012125151133099999|0.0117081607111
11133776|4991.81|45.86|4.743|0.076|0.027|0.044|0.34411964633000003|0.0116057578718|0.011157222911200002
11133840|5760.39|54.91|4.424|0.09|0.027|0.053|1.01924668596|0.050988030786499994|0.0483262897757
11134629|5735.3|23.48|4.539|0.039|0.077|0.022|1.0283981984200001|0.0386662743143|0.037220725971699994
11134994|5488.74|39.91|4.015|0.066|0.048|0.038|2.9425065029|0.208073940231|0.19157743238699998
11135022|5349.25|47.67|4.626|0.079|0.153|0.046|0.600503238777|0.0238229022725|0.0227743955293
11135275|5523.54|28.4|4.55|0.047|0.082|0.027|0.711589766046|0.020257853968400002|0.0196425252908
11135430|6107.42|35.57|4.412|0.059|0.045|0.033|1.5101188067299998|0.0500901788125|0.0485197498895
11135734|6311.49|19.96|4.242|0.033|-0.029|0.018|3.55306689839|0.133338473218|0.1283918924
11135880|5586.27|13.57|4.442|0.019|-0.183|0.011|1.48150714171|0.0348317819156|0.0341055016344
11136098|5912.55|23.22|3.971|0.038|-0.166|0.022|3.8255195231599997|0.21656427897|0.202995877607
11136148|5969.28|35.76|4.056|0.059|0.251|0.034|3.28615820045|0.15521535001800002|0.147525909003
11136525|6200.95|22.2|4.305|0.037|-0.173|0.021|1.9080020782599998|0.0643212923108|0.062206124319
11136848|6186.64|22.84|4.368|0.038|-0.013|0.021|2.7758424606400003|0.147510695365|0.13902497983200002
11137061|5479.14|30.77|4.657|0.051|-0.011|0.029|0.67418869627|0.0268470330942|0.0258151847119
11137289|5612.32|69.67|4.441|0.115|0.102|0.067|0.9367712152840001|0.0527823419734|0.0496219509671
11137684|5869.82|30.59|3.904|0.051|-0.073|0.029|5.15214251856|0.209629120171|0.200393490164
11137738|5090.55|48.82|4.636|0.08|-0.045|0.047|0.39132555989100004|0.01830907992|0.0175406472859
11137856|5692.44|23.84|4.63|0.039|-0.006|0.022|1.26759729646|0.0397841232035|0.0386137430328
11137989|5230.88|53.05|4.599|0.087|0.282|0.051|0.52612249539|0.0169336342508|0.0164138649037
11138440|5200.68|32.73|4.651|0.054|0.078|0.031|0.48006351511699996|0.012173894724299998|0.011923183776399999
11138501|5570.73|120.39|4.445|0.198|-0.146|0.117|1.64193156314|0.156428583136|0.13959775264799998
11138903|5501.48|50.27|4.611|0.083|-0.062|0.048|0.6276249807050001|0.0157328329688|0.015403683722299999
11139567|6169.85|24.69|4.256|0.041|-0.058|0.024|3.06316195726|0.111740698114|0.107617044978
11139692|4939.64|56.63|4.698|0.093|-0.041|0.054|0.478914323295|0.019472079622099996|0.018673487528900003
11139945|5644.35|77.19|4.146|0.127|0.397|0.074|1.4224495071899999|0.10039264330499999|0.09278466355689999
11140181|5568.57|32.65|4.599|0.054|0.047|0.031|0.605488916615|0.012362354244899999|0.0121131182917
11140660|6132.97|31.81|4.3|0.052|0.243|0.029|2.35984835144|0.0582802419668|0.056463586803599995
11140674|5619.35|32.27|4.153|0.053|0.323|0.031|3.6817527071699994|0.2642056382|0.243101540013
11141026|5432.7|39.45|4.434|0.065|0.225|0.037|0.714214446591|0.0187091895215|0.0183028792082
11141091|5553.48|50.43|4.572|0.083|0.075|0.048|0.760799153238|0.038247153205|0.0361148976651
11141391|4028.19|79.39|4.609|0.131|-0.363|0.076|0.107680232698|0.00197763514047|0.00195103353924
11144415|6095.87|47.22|4.299|0.078|0.032|0.045|1.78898221542|0.10676549595200001|0.0999277059815
11145063|6132.07|24.26|4.277|0.04|0.307|0.022|2.58049372363|0.08456357158530001|0.0813501327377
11145468|5930.64|35.53|4.43|0.059|0.288|0.034|1.4759788182|0.0433966200959|0.042048339259099995
11146713|5244.03|39.37|4.738|0.065|0.053|0.037|0.41160387293000006|0.016700167999700002|0.016002043747
11147969|5586.92|83.16|4.542|0.137|-0.095|0.08|0.842020404359|0.0563257449151|0.052345259555900005
11151624|5316.02|44.77|4.693|0.074|0.031|0.043|0.8758458073459999|0.0404109065564|0.038417489577
11151743|5637.88|47.31|4.545|0.078|0.17|0.045|0.793861786386|0.04534421205|0.04272167163459999
11152255|5614.57|66.04|4.451|0.109|0.076|0.063|0.942566926433|0.0576562786673|0.05396382762159999
11152511|5468.55|32.44|4.296|0.054|0.324|0.031|1.1257292612|0.0334036857252|0.0322136245083
11152637|6124.04|15.46|4.112|0.025|0.1|0.014|4.05382219715|0.141320026652|0.136570860535
11152950|6708.99|19.2|3.901|0.032|0.146|0.017|33.0249121118|3.21960651618|2.84635768421
11152969|4354.92|67.57|4.447|0.111|0.065|0.065|0.250900373721|0.00568301997171|0.00557087393332
